1	1	0.1	0.7
2	1.1	0.1	0.9
3	1.3	0.2	1.3
4	1.3	0.2	1.3
5	1.8	0.2	1.6
6	1.8	0.2	1.6
7	2	0.3	1.8
8	2.1	0.3	2
9	2.3	0.3	2.2
10	2.3	0.3	2.2
11	2.3	0.3	2.2
12	2.3	0.3	2.2
13	2.3	0.3	2.2
14	2.3	0.3	2.2
15	5.4	1.6	3.8
16	5.4	1.6	3.8
17	5.4	1.6	3.8
18	5.4	1.6	3.8
19	5.7	1.8	4
20	6	1.8	4.2
21	6	1.8	4.2
22	6.2	1.9	4.4
23	6.4	1.9	4.5
24	6.4	1.9	4.5
25	6.4	1.9	4.5
26	6.4	1.9	4.5
27	6.4	1.9	4.5
28	6.4	1.9	4.5
29	6.4	1.9	4.5
30	6.4	1.9	4.5
31	6.5	2	4.5
32	6.5	2	4.5
33	6.5	2	4.5
34	6.5	2	4.5
35	6.9	2.1	4.7
36	7.1	2.1	4.9
37	7.3	2.2	5.1
38	7.3	2.2	5.1
39	7.4	2.2	5.1
40	7.5	2.3	5.1
41	7.5	2.3	5.1
42	7.5	2.3	5.1
43	7.5	2.3	5.1
44	7.5	2.3	5.1
45	8	2.3	5.5
46	8.1	2.4	5.6
47	8.1	2.5	5.8
48	8.1	2.5	6
49	8.1	2.5	6.2
50	8.3	2.6	6.4
51	8.6	2.6	6.7
52	8.6	2.6	6.7
53	9.2	2.7	7.3
54	9.2	2.7	7.5
55	9.2	2.8	7.6
56	9.2	2.8	7.8
57	9.4	2.9	8.2
58	9.7	3.1	8.5
59	9.9	3.2	8.7
60	10.1	3.4	8.9
61	11.2	3.6	10
62	11.2	3.6	10
63	11.2	3.6	10
64	11.2	3.6	10
65	11.3	3.7	10.2
66	11.3	3.7	10.2
67	11.3	3.7	10.2
68	11.3	3.7	10.2
69	11.5	3.9	10.4
70	11.5	3.9	10.4
71	11.5	3.9	10.5
72	11.5	3.9	10.5
73	11.7	4	10.9
74	11.7	4	10.9
75	11.8	4.2	11.1
76	11.8	4.2	11.1
77	12	4.3	11.3
78	12	4.3	11.3
79	12	4.4	11.5
80	12	4.4	11.5
81	12.2	4.5	11.8
82	12.2	4.5	11.8
83	12.3	4.6	12
84	12.3	4.6	12
85	12.4	4.8	12.2
86	12.4	4.8	12.2
87	12.4	4.8	12.4
88	12.4	4.8	12.4
89	12.7	4.9	12.7
90	12.7	4.9	12.7
91	12.8	5	12.9
92	12.8	5	12.9
93	12.9	5.2	13.1
94	12.9	5.2	13.1
95	12.9	5.2	13.3
96	12.9	5.2	13.3
97	13	5.3	13.3
98	13	5.3	13.3
99	13.5	5.6	13.3
100	13.8	5.8	13.3
101	13.8	5.8	13.3
102	13.8	5.8	13.3
103	13.8	5.8	13.3
104	13.8	5.8	13.3
105	13.8	5.8	13.3
106	13.8	5.8	13.3
107	13.8	5.8	13.3
108	13.8	5.8	13.3
109	13.8	5.8	13.3
110	13.8	5.8	13.3
111	13.8	5.8	13.3
112	13.8	5.8	13.3
113	13.8	5.8	13.3
114	13.8	5.8	13.3
115	13.8	5.8	13.3
116	13.8	5.8	13.3
117	13.8	5.8	13.3
118	13.8	5.8	13.3
119	13.8	5.8	13.3
120	13.8	5.8	13.3
121	13.8	5.8	13.3
122	13.8	5.9	13.3
123	13.8	5.9	13.3
124	13.8	5.9	13.3
125	13.9	5.9	13.3
126	13.9	5.9	13.3
127	14.2	6.1	13.3
128	14.2	6.1	13.3
129	14.2	6.1	13.3
130	14.2	6.1	13.3
131	14.2	6.1	13.3
132	14.3	6.2	13.3
133	14.3	6.3	13.3
134	14.3	6.3	13.5
135	14.3	6.3	13.5
136	14.3	6.4	13.6
137	14.3	6.4	13.6
