1	2	0.2	0.8
2	2.2	0.2	1
3	2.6	0.4	1.4
4	2.6	0.4	1.4
5	3.7	0.5	1.8
6	3.7	0.5	1.8
7	4.1	0.5	2
8	4.4	0.5	2.2
9	4.6	0.5	2.4
10	4.6	0.5	2.4
11	4.6	0.5	2.4
12	4.6	0.5	2.4
13	4.6	0.5	2.4
14	4.6	0.5	2.4
15	6.3	0.8	3.2
16	6.3	0.8	3.2
17	6.3	0.8	3.2
18	6.3	0.8	3.2
19	7	1.1	3.4
20	7.5	1.2	3.6
21	7.5	1.2	3.6
22	8	1.3	3.8
23	8.4	1.3	4
24	8.4	1.3	4
25	8.4	1.3	4
26	8.4	1.3	4
27	8.4	1.3	4
28	8.4	1.3	4
29	8.5	1.4	4
30	8.5	1.4	4
31	8.7	1.5	4
32	8.7	1.5	4
33	8.7	1.5	4
34	8.7	1.5	4
35	9.5	1.8	4.2
36	9.9	1.8	4.4
37	10.3	1.8	4.6
38	10.4	1.9	4.6
39	10.5	2	4.6
40	10.6	2	4.6
41	10.6	2	4.6
42	10.6	2	4.6
43	10.6	2	4.6
44	10.7	2.1	4.6
45	11.7	2.1	5
46	11.9	2.4	5.2
47	11.9	2.4	5.4
48	11.9	2.5	5.6
49	11.9	2.6	5.8
50	12.3	2.6	6
51	12.9	2.7	6.4
52	12.9	2.7	6.4
53	14.1	2.8	7
54	14.1	2.9	7.2
55	14.2	3.1	7.4
56	14.2	3.2	7.6
57	14.6	3.4	8
58	15.2	3.6	8.4
59	15.6	4	8.6
60	15.9	4.4	8.8
61	18.2	4.7	10
62	18.2	4.7	10
63	18.2	4.7	10
64	18.2	4.7	10
65	18.4	5	10.2
66	18.4	5	10.2
67	18.4	5	10.2
68	18.4	5	10.2
69	18.8	5.3	10.4
70	18.8	5.3	10.4
71	18.8	5.4	10.6
72	18.8	5.4	10.6
73	19.2	5.5	11
74	19.2	5.5	11
75	19.4	5.8	11.2
76	19.4	5.8	11.2
77	19.7	6.1	11.4
78	19.7	6.1	11.4
79	19.7	6.2	11.6
80	19.7	6.2	11.6
81	20.2	6.4	12
82	20.2	6.4	12
83	20.4	6.7	12.2
84	20.4	6.7	12.2
85	20.7	7	12.4
86	20.7	7	12.4
87	20.7	7.1	12.6
88	20.7	7.1	12.6
89	21.2	7.3	13
90	21.2	7.3	13
91	21.4	7.5	13.2
92	21.4	7.5	13.2
93	21.7	7.9	13.4
94	21.7	7.9	13.4
95	21.7	7.9	13.6
96	21.7	7.9	13.6
97	21.8	8	13.6
98	21.9	8.1	13.6
99	22.9	8.7	13.6
100	22.9	8.7	13.6
101	22.9	8.7	13.6
102	22.9	8.7	13.6
103	22.9	8.7	13.6
104	22.9	8.7	13.6
105	22.9	8.7	13.6
106	22.9	8.7	13.6
107	22.9	8.7	13.6
108	22.9	8.7	13.6
109	22.9	8.7	13.6
110	22.9	8.7	13.6
111	22.9	8.7	13.6
112	22.9	8.7	13.6
113	22.9	8.7	13.6
114	22.9	8.7	13.6
115	22.9	8.7	13.6
116	22.9	8.7	13.6
117	22.9	8.7	13.6
118	22.9	8.7	13.6
119	22.9	8.7	13.6
120	22.9	8.7	13.6
121	22.9	8.7	13.6
122	23	8.8	13.6
123	23	8.8	13.6
